"","year","unitid","inst_name","address","state_abbr","zip","phone_number","city","county_name","offering_highest_level","region","inst_control","institution_level","sector","fips","chief_admin_name","chief_admin_title","hbcu","primarily_postsecondary","hospital","medical_degree","tribal_college","ein","urban_centric_locale","opeid","offering_highest_degree","currently_active_ipeds","date_closed","duns","title_iv_indicator","offering_undergrad","offering_grad","inst_status","newid","year_deleted","url_school","degree_granting","open_public","postsec_public_active","postsec_public_active_title_iv","inst_system_flag","inst_system_name","reporting_method","inst_category","land_grant","inst_size","inst_alias","url_fin_aid","url_application","cbsa","cbsa_type","csa","necta","comparison_group","longitude","latitude","county_fips","congress_district_id","cc_basic_2010","cc_instruc_undergrad_2010","cc_instruc_grad_2010","cc_undergrad_2010","cc_enroll_2010","cc_size_setting_2010","cc_basic_2000","url_netprice","comparison_group_custom","url_veterans","url_athletes","cc_basic_2015","cc_instruc_undergrad_2015","cc_instruc_grad_2015","cc_undergrad_2015","cc_enroll_2015","cc_basic_2018","cc_instruc_undergrad_2018","cc_instruc_grad_2018","cc_undergrad_2018","cc_enroll_2018","cc_size_setting_2018","cc_basic_2021","cc_instruc_undergrad_2021","cc_instruc_grad_2021","cc_undergrad_2021","cc_enroll_2021","cc_size_setting_2021","cc_size_setting_2015","url_disability_services"
"253",2021,112084,"San Diego Christian College","200 Riverview Parkway","CA","92071","6192018700","Santee","San Diego County",7,8,2,4,2,6,"Dr. Kevin Corsini","President",0,1,0,0,0,"952668328",21,"01203100",20,1,"-2"," ",1,1,1,"1",-2,-2,"sdcc.edu/",1,1,1,1,0,"-2",1,2,2,1," ","sdcc.edu/admissions/tuition-and-financial-aid/","sdcc.edu/apply-now",41740,1,-2,-2,127,-116.978112,32.842404,6073,650,21,-1,-1,-1,-1,-1,31,"sdcc.edu/admissions/undergraduate-admissions/tuition-and-financial-aid/",1,"sdcc.edu/admissions/veteran-military-programs/","https://sdcc.edu/assessment/",22,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,20,13,9,11,3,7,-1,"sdcc.edu/disabled-student-services-disability/"
"254",2021,112127,"Church Divinity School of the Pacific","2451 Ridge Road","CA","94709-1211","5102040700","Berkeley","Alameda County",7,8,2,4,2,6,"W. Mark Richardson","President & Dean",0,1,0,0,0,"941156508",12,"00116500",20,1,"-2"," ",1,0,1,"1",-2,-2,"www.cdsp.edu/",1,1,1,1,0,"-2",1,1,2,1,"CDSP","cdsp.edu/admissions/financial-aid","cdsp.edu/admissions/apply/",41860,1,488,-2,148,-122.261122,37.876184,6001,613,24,-1,-1,-1,-1,-1,51,"www.cdsp.edu/",2,"https://cdsp.edu/financial-aid/"," ",24,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,24,0,3,0,7,18,-1,"cdsp.edu/seminary-policies/students-with-disabilities/"
"255",2021,112172,"Citrus College","1000 W Foothill Blvd","CA","91741-1899","6269630323","Glendora","Los Angeles County",4,8,1,2,4,6,"Dr. Greg Schulz","Supt/Pres",0,1,-2,0,0,"956006670",21,"00116600",40,1,"-2","076246321",1,1,0,"1",-2,-2,"https://www.citruscollege.edu/",1,1,1,1,0,"-2",1,4,2,3," ","https://www.citruscollege.edu/stdntsrv/finaid/Pages/default.aspx","https://www.citruscollege.edu/ar/Pages/ApplyingforAdmission.aspx",31080,1,348,-2,60,-117.886469,34.13537,6037,627,4,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/821/npcalc.htm",2,"https://www.citruscollege.edu/stdntsrv/veterans/Pages/TuitionAssistance.aspx"," ",1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,1,4,-1,"https://www.citruscollege.edu/stdntsrv/dsps/Pages/default.aspx"
"256",2021,112181,"Citrus Heights Beauty College","7518 Baird Way","CA","95610-1410","9167256861","Citrus Heights","Sacramento County",2,8,3,1,9,6,"BECKY HAMBELTON","OWNER",0,1,-2,0,0,"940883479",21,"02178700",0,1,"-2","085291094",1,1,0,"1",-2,-2,"chbeautycollege.com/",0,1,1,1,0,"-2",2,6,2,1," ","chbeautycollege.com/financial-aid/","chbeautycollege.com/programs/cosmetology",40900,1,472,-2,28,-121.289529,38.712951,6067,607,-2,-1,-1,-1,-1,-1,-2,"chbeautycollegenetpricecalc.com/",2," "," ",-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,"chbeautycollege.com/"
"257",2021,112190,"City College of San Francisco","50 Frida Kahlo Drive","CA","94112-1898","4152393000","San Francisco","San Francisco County",4,8,1,2,4,6,"Dianna Gonzales","Chancellor (Interim)",0,1,-2,0,0,"941721925",11,"00450200",40,1,"-2","074645284",1,1,0,"1",-2,-2,"www.ccsf.edu/",1,1,1,1,0,"-2",1,4,2,4," ","www.ccsf.edu/Financial/","https://www.ccsf.edu/apply",41860,1,488,-2,69,-122.451155,37.725953,6075,614,7,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/361/npcalc.htm",2,"www.ccsf.edu/veterans"," ",5,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,4,2,0,1,1,5,-1,"www.ccsf.edu/dsps"
"258",2021,112251,"Claremont Graduate University","150 E Tenth St","CA","91711-6160","9096218000","Claremont","Los Angeles County",9,8,2,4,2,6,"Len Jessup","President",0,1,0,0,0,"951664100",21,"00116900",11,1,"-2","076183789",1,0,1,"1",-2,-2,"www.cgu.edu/",1,1,1,1,0,"-2",1,1,2,2," ","mycampus.cgu.edu/web/financial-aid/","admissions.cgu.edu/apply/",31080,1,348,-2,98,-117.713703,34.103585,6037,627,16,-1,-1,-1,-1,-1,15,"www.cgu.edu/admissions/cost-aid/financial-calculator/",1,"bulletin.cgu.edu/content.php?catoid=18&navoid=2571#Payments"," ",16,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,16,0,15,0,7,18,-1,"www.cgu.edu/student-life/disability-services/"
"259",2021,112260,"Claremont McKenna College","500 E 9th St","CA","91711-6400","9096218000","Claremont","Los Angeles County",7,8,2,4,2,6,"Hiram Chodosh","President",0,1,0,0,0,"951664101",21,"00117000",20,1,"-2","009661893",1,1,1,"1",-2,-2,"www.cmc.edu/",1,1,1,1,0,"-2",1,2,2,2," ","www.cmc.edu/financial-aid","www.cmc.edu/admission/apply",31080,1,348,-2,133,-117.711188,34.102154,6037,627,21,-1,-1,-1,-1,-1,31,"https://npc.collegeboard.org/student/app/claremontmckenna",1," ","web3.ncaa.org/aprsearch/DIIIfgrsearch",21,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,21,6,2,14,3,11,-1,"www.cmc.edu/dean-of-students/accessibility-services"
"260",2021,112288,"Milan Institute-Visalia","6500 S. Mooney Blvd.","CA","93277","5596843900","Visalia","Tulare County",2,8,3,1,9,6,"Gary Yasuda","President",0,1,-2,0,0,"751640547",12,"02497300",0,1,"-2","094263035",1,1,0,"1",-2,-2,"www.milaninstitute.edu/",0,1,1,1,1,"Milan Institute",2,6,2,1," ","www.milaninstitute.edu/","www.milaninstitute.edu/",47300,1,-2,-2,15,-119.312151,36.27164,6107,622,-2,-1,-1,-1,-1,-1,-2,"solutions.campusivy.com/Apps/NPC/NPCWizard/Wizard?institutionId=12600",2," "," ",-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,"www.milaninstitute.edu/"
"261",2021,112367,"Clovis Adult Education","1452 David E Cook Way","CA","93611","5593272800","Clovis","Fresno County",2,8,1,1,7,6,"Ed Schmalzel","Principal",0,1,-2,0,0,"942840774",21,"02309500",0,1,"-2","064229768",1,1,0,"1",-2,-2,"clovisadult.cusd.com/",0,1,1,1,0,"-2",2,6,2,1," ","www.clovisadulteducation.com/"," ",23420,1,260,-2,4,-119.690369,36.834459,6019,622,-2,-1,-1,-1,-1,-1,-2,"www.clovisadulteducation.com/",2," "," ",-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,"www.clovisadulteducation.com/"
"262",2021,112376,"Coast Community College District Office","1370 Adams Ave.","CA","92626","7144384600","Costa Mesa","Orange County",4,8,1,2,0,6,"Dr. John Weispfenning","Chancellor",0,1,-2,-2,0,"956002272",12,"00871100",40,1,"-2"," ",2,1,0,"1",-2,-2,"www.cccd.edu/",1,1,1,1,1,"California Community College System",-2,-2,2,-2," "," ","www.cccapply.org/",31080,1,348,-2,-2,-117.916066,33.674004,6059,648,-2,-1,-1,-1,-1,-1,-2,"misweb.cccco.edu/npc/833/npcalc-1617.htm",-2,"www.orangecoastcollege.edu/student_services/Veterans/Pages/default.aspx"," ",-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,"www.orangecoastcollege.edu/student_services/special_services/Pages/DisabledStudentsProgramsServices.aspx"
"263",2021,112385,"Coastline Community College","11460 Warner Ave.","CA","92708-2597","7145467600","Fountain Valley","Orange County",3,8,1,2,4,6,"Dr. Vincent Rodriguez","President",0,1,-2,0,0,"956002272",13,"02063500",40,1,"-2"," ",1,1,0,"1",-2,-2,"www.coastline.edu/",1,1,1,1,1,"California Community College System",1,4,2,3," ","www.coastline.edu/services/financial-aid/","www.coastline.edu/apply/",31080,1,348,-2,66,-117.929143,33.715634,6059,648,5,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/831/npcalc.htm",2,"www.coastline.edu/students/veterans/"," ",3,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,3,1,0,1,1,3,-1,"www.coastline.edu/students/students-with-disabilities/"
"264",2021,112394,"University of Silicon Valley","191 Baypointe Parkway","CA","95134","8002647955","San Jose","Santa Clara County",7,8,3,4,3,6,"Charles Restivo","CEO/President",0,1,0,0,0,"941156509",11,"00117700",20,1,"-2","068864867",1,1,1,"1",-2,-2,"https://usv.edu/",1,1,1,1,0,"-2",1,2,2,1," ","https://usv.edu/admission/financial-aid/","https://usv.edu/apply-now/",41940,1,488,-2,201,-121.94087,37.414049,6085,617,22,-1,-1,-1,-1,-1,32,"https://usv.edu/forms/npcalc.htm",2," "," ",22,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,22,18,2,15,3,7,-1,"https://usv.edu/student-gateway-3/student-life/student-services/disability-services/"
"265",2021,112455,"Coba Academy","663 N. Euclid Street","CA","92801","7145331400","Anaheim","Orange County",2,8,3,1,9,6,"Ms. Carol Ann Malkasian","Owner",0,1,-2,0,0,"463235444",11,"03577300",0,1,"-2","079549895",1,1,0,"1",-2,-2,"www.coba.edu/",0,1,1,1,0,"-2",2,6,2,1," ","www.coba.edu/","www.coba.edu/",31080,1,348,-2,35,-117.943108,33.841141,6059,646,-2,-1,-1,-1,-1,-1,-2,"https://coba.edu/NetPrice/npcalc.htm",2," "," ",-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,"www.coba.edu/"
"266",2021,112525,"Western University of Health Sciences","309 E 2nd St","CA","91766-1854","9096236116","Pomona","Los Angeles County",9,8,2,4,2,6,"Sylvia Manning","Interim President",0,1,0,1,0,"953127273",21,"02482700",13,1,"-2","093373694",1,0,1,"1",-2,-2,"www.westernu.edu/",1,1,1,1,0,"-2",1,1,2,2,"WesternU","www.westernu.edu/financial/financial-welcome/"," ",31080,1,348,-2,154,-117.747732,34.058092,6037,635,25,-1,-1,-1,-1,-1,52,"www.westernu.edu/financial-budgets",1,"www.westernu.edu/registrar/registrar-veterans/"," ",25,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,25,0,8,0,7,18,-1,"www.westernu.edu/cdhp/cdhp-about/"
"267",2021,112561,"Columbia College","11600 Columbia College Dr","CA","95370","2095885100","Sonora","Tuolumne County",3,8,1,2,4,6,"G.H. Javaheripour","Interim President",0,1,-2,0,0,"521566989",41,"00770700",40,1,"-2","037861960",1,1,0,"1",-2,-2,"https://www.gocolumbia.edu/",1,1,1,1,1,"California Community College System",1,4,2,2,"Columbia Junior College  CC","https://www.gocolumbia.edu/financial_aid/","https://www.opencccapply.net/gateway/apply?cccMisCode=591",43760,2,-2,-2,62,-120.388385,38.030367,6109,604,2,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/591/npcalc.htm",2,"https://www.gocolumbia.edu/financial_aid/veterans_services.php"," ",5,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,1,2,-1,"www.gocolumbia.edu/dsps/"
"268",2021,112570,"Columbia College Hollywood","18618 Oxnard St","CA","91356-1411","8183458414","Tarzana","Los Angeles County",5,8,2,4,2,6,"Greg Bublitz","CFO",0,1,0,0,0,"952077629",11,"02110200",30,1,"-2","077254407",1,1,0,"1",-2,-2,"https://www.columbiacollege.edu/",1,1,1,1,0,"-2",3,2,2,1," ","https://www.columbiacollege.edu/admissions/financial-aid-overview/","https://columbiacollege.edu/admissions/apply-now/",31080,1,348,-2,170,-118.538793,34.17972,6037,630,30,-1,-1,-1,-1,-1,56,"https://columbiacollege.edu/admissions/financial-aid-overview/net-price-calculator/",1,"https://www.columbiacollege.edu/admissions/how-to-apply/military-veterans"," ",30,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,30,6,0,11,2,6,-1,"https://columbiacollege.edu/policies/disability-compliance/"
"269",2021,112686,"Compton College","1111 East Artesia Blvd.","CA","90221-5393","3109001600","Compton","Los Angeles County",3,8,1,2,4,6,"Dr. Keith Curry","President/CEO",0,1,-2,0,0,"956004983",21,"04281700",40,1,"-2","081361262",1,1,0,"1",-2,-2,"www.compton.edu/",1,1,1,1,1,"California Community College System",1,4,2,2," ","www.compton.edu/studentservices/financialaid/index.aspx","www.compton.edu/apply/",31080,1,348,-2,76,-118.209463,33.878226,6037,644,4,-1,-1,-1,-1,-1,40,"https://nces.ed.gov/ipeds/netpricecalculator/#/",1,"https://www.compton.edu/studentservices/veteranservices/","https://srtk.cccco.edu/711/srtk21.htm",3,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,6,2,0,1,1,3,-1,"www.compton.edu/studentservices/supportservices/specialresourcecenter/index.aspx"
"270",2021,112817,"Contra Costa Community College District Office","500 Court St","CA","94553","9252291000","Martinez","Contra Costa County",3,8,1,2,0,6,"Mojdeh Mehdizadeh","Interim Chancellor",0,1,-2,-2,0,"680342035",21,"00118900",40,1,"-2","078683047",2,1,0,"1",-2,-2,"www.4cd.edu/default.aspx",1,1,1,1,1,"California Community College System",-2,-2,2,-2,"Contra Costa CCD, CCCCD, 4CD"," ","https://home.cccapply.org/",41860,1,488,-2,-2,-122.135335,38.019072,6013,605,-2,-1,-1,-1,-1,-1,-2,"https://misweb.cccco.edu/npc/312/npcalc.htm",-2," "," ",-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,"https://www.dvc.edu/student-services/disability-support-services/index.html"
"271",2021,112826,"Contra Costa College","2600 Mission Bell Dr","CA","94806","5102357800","San Pablo","Contra Costa County",3,8,1,2,4,6,"Dr. Tia Robinson-Cooper","President",0,1,-2,0,0,"680342035",21,"00119000",40,1,"-2","078683047",1,1,0,"1",-2,-2,"https://www.contracosta.edu/",1,1,1,1,1,"California Community College System",1,4,2,3,"CCC","https://www.contracosta.edu/admissions/pay-for-college/","https://www.contracosta.edu/admissions/apply-now/",41860,1,488,-2,64,-122.337377,37.969381,6013,611,5,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/311/npcalc.htm",2,"https://www.contracosta.edu/student-services/veterans-services/"," ",3,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,2,1,0,1,1,3,-1,"https://www.contracosta.edu/student-services/disability-services/"
"272",2021,113096,"Cosumnes River College","8401 Center Parkway","CA","95823-5799","9166887344","Sacramento","Sacramento County",4,8,1,2,4,6,"Edward Bush","President",0,1,-2,0,0,"941576340",11,"00753600",40,1,"-2","120450648",1,1,0,"1",-2,-2,"https://www.crc.losrios.edu/",1,1,1,1,1,"California Community College System",1,4,2,4,"Cosumnes River | CRC","https://www.crc.losrios.edu/student-resources/financial-aid","https://www.crc.losrios.edu/admissions/get-started-and-apply",40900,1,472,-2,72,-121.423108,38.45295,6067,606,7,-1,-1,-1,-1,-1,40,"https://www.crc.losrios.edu/admissions/cost-of-attendance/net-price-calculator",2,"https://www.crc.losrios.edu/student-resources/support-services/veterans-resource-center"," ",4,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,5,2,0,1,1,4,-1,"https://www.crc.losrios.edu/student-resources/support-services/disability-support-programs-and-services"
"273",2021,113111,"Crafton Hills College","11711 Sand Canyon Road","CA","92339-1799","9097942161","Yucaipa","San Bernardino County",4,8,1,2,4,6,"Kevin Horan","President",0,1,-2,0,0,"956002754",41,"00927200",40,1,"-2","073594228",1,1,0,"1",-2,-2,"www.craftonhills.edu/",1,1,1,1,1,"California Community College System",1,4,2,3,"CHC  Crafton  Crafton College  Crafton Hills","www.craftonhills.edu/current-students/financial-aid/index.php","https://www.opencccapply.net/gateway/apply?cccMisCode=981",40140,1,348,-2,61,-117.101173,34.039178,6071,608,7,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/981/npcalc.htm",1,"www.craftonhills.edu/current-students/veterans-services/getting-started.php"," ",4,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,1,1,0,1,1,3,-1,"www.craftonhills.edu/current-students/disabled-student-services/index.php"
"274",2021,113193,"Cuesta College","Highway 1","CA","93403-8106","8055463100","San Luis Obispo","San Luis Obispo County",4,8,1,2,4,6,"Dr. Jill Stearns","President Superintendent",0,1,-2,0,0,"956000938",23,"00119200",40,1,"-2","120401559",1,1,0,"1",-2,-2,"https://www.cuesta.edu/",1,1,1,1,0,"-2",1,4,2,3," ","https://www.cuesta.edu/student/studentservices/finaid/index.html","https://www.cuesta.edu/admissionsaid/apply/index.html",42020,1,-2,-2,63,-120.742235,35.331276,6079,624,3,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/641/npcalc.htm",2,"www.cuesta.edu/student/studentservices/veterans/index.html"," ",2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,1,0,1,1,4,-1,"https://www.cuesta.edu/student/studentservices/dsps/index.html"
"275",2021,113218,"Cuyamaca College","900 Rancho San Diego Pky","CA","92019","6196604000","El Cajon","San Diego County",4,8,1,2,4,6,"Juliana Barnes","President",0,1,-2,0,0,"956006652",21,"02111300",40,1,"-2","064468937",1,1,0,"1",-2,-2,"https://www.cuyamaca.edu/",1,1,1,1,1,"California Community College System",1,4,2,3," ","https://www.cuyamaca.edu/financial-aid/index.php","https://www.cuyamaca.edu/admissions/how-to-apply/index.php",41740,1,-2,-2,64,-116.943507,32.744954,6073,650,5,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/021/npcalc.htm",2,"https://www.cuyamaca.edu/student-support/additional-support-and-assistance-programs/veterans-center/index.php"," ",2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,1,0,1,1,3,-1,"https://www.cuyamaca.edu/student-support/additional-support-and-assistance-programs/dsp-s/index.php"
"276",2021,113236,"Cypress College","9200 Valley View","CA","90630-5897","7144847000","Cypress","Orange County",5,8,1,4,1,6,"JoAnna Schilling, Ph.D.","President",0,1,0,0,0,"952394131",21,"00119300",30,1,"-2","072521404",1,1,0,"1",-2,-2,"www.cypresscollege.edu/",1,1,1,1,1,"California Community College System",1,3,2,4," ","www.cypresscollege.edu/admissions/financialAid","www.cypresscollege.edu/admissions/gettingStarted",31080,1,348,-2,188,-118.025143,33.82833,6059,647,5,-1,-1,-1,-1,-1,40,"www.cypresscollege.edu/NetPriceCalculator/npcalc.htm",1,"https://www.nocccd.edu/files/5013apfinalreviseddcc-2016-09-26_78646.pdf"," ",4,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,14,5,0,5,2,12,-1,"www.cypresscollege.edu/services/dss"
"277",2021,113333,"De Anza College","21250 Stevens Creek Blvd.","CA","95014","4088645678","Cupertino","Santa Clara County",4,8,1,2,4,6,"Lloyd A. Holmes","President",0,1,-2,0,0,"941597718",13,"00448000",40,1,"-2"," ",1,1,0,"1",-2,-2,"www.deanza.edu/",1,1,1,1,1,"California Community College System",1,4,2,4," ","www.deanza.edu/financialaid/","www.deanza.edu/admissions/apply.html",41940,1,488,-2,72,-122.045783,37.319914,6085,617,5,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/421/npcalc.htm",1,"https://www.deanza.edu/veterans/"," ",2,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,5,2,0,2,1,5,-1,"www.deanza.edu/dsps/"
"278",2021,113449,"International School of Beauty Inc","72261 Hwy 111 Ste 121-B","CA","92260-2740","760674162445","Palm Desert","Riverside County",2,8,3,1,9,6,"Claire Amaro","Compliance Officer",0,1,-2,0,0,"330975238",13,"03964400",0,1,"-2","128462582",1,1,0,"1",-2,-2,"https://btyschool.com/",0,1,1,1,0,"-2",2,6,2,1,"International School of Beauty","https://btyschool.com/financial-aid-program-details/"," ",40140,1,348,-2,18,-116.403928,33.729555,6065,636,-2,-1,-1,-1,-1,-1,-2,"btyschool.com/tution/",2,"btyschool.com/tution/"," ",-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,"www.edd.ca.gov/"
"279",2021,113537,"Dell'Arte International School of Physical Theatre","131 H Street","CA","95525-0816","7076685663","Blue Lake","Humboldt County",4,8,2,2,5,6,"Alyssa Hughlett","Managing Director",0,1,-2,0,0,"942207895",41,"03025600",0,1,"-2","115450496",1,1,0,"1",-2,-2,"www.dellarte.com/school",0,1,1,1,0,"-2",3,6,2,1," ","www.dellarte.com/school","www.dellarte.com/school",21700,2,-2,-2,10,-123.988808,40.880924,6023,602,30,-1,-1,-1,-1,-1,-2,"https://www.dellarte.com/school-of-physical-theatre/tuition/",2,"www.dellarte.com/school"," ",30,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,30,0,3,0,7,18,-1,"www.dellarte.com/school"
"280",2021,113573,"College of the Desert","43-500 Monterey Ave","CA","92260","7603468041","Palm Desert","Riverside County",3,8,1,2,4,6,"Martha Garcia","President",0,1,-2,0,0,"330535430",13,"00118200",40,1,"-2","079552675",1,1,0,"1",-2,-2,"www.collegeofthedesert.edu/",1,1,1,1,1,"California Community College System",1,4,2,4,"Desert Community College District","www.collegeofthedesert.edu/students/fin-aid/default.php","www.collegeofthedesert.edu/students/admissions/getting-started/online-application.php",40140,1,348,-2,61,-116.388271,33.732108,6065,636,5,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/931/npcalc.htm",2,"www.collegeofthedesert.edu/students/vet-services/default.php"," ",1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,1,4,-1,"www.collegeofthedesert.edu/students/dsps/default.php"
"281",2021,113582,"Design Institute of San Diego","8555 Commerce Ave","CA","92121","8585661200","San Diego","San Diego County",7,8,3,4,3,6,"Margot Doucette","CEO",0,1,0,0,0,"953131558",11,"02298000",20,1,"-2","038585345",1,1,1,"1",-2,-2,"www.disd.edu/",1,1,1,1,0,"-2",1,2,2,1," ","www.disd.edu/admissions-financial-aid.php","www.disd.edu/admissions/apply",41740,1,-2,-2,168,-117.167374,32.880926,6073,652,30,-1,-1,-1,-1,-1,56,"https://disd.studentaidcalculator.com/survey.aspx",1," "," ",30,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,30,18,0,7,3,6,-1,"www.disd.edu/about-student-services.php"
"282",2021,113634,"Diablo Valley College","321 Golf Club Rd","CA","94523","9256851230","Pleasant Hill","Contra Costa County",3,8,1,2,4,6,"Susan Lamb","President",0,1,-2,0,0,"680342035",21,"00119100",40,1,"-2","078683047",1,1,0,"1",-2,-2,"https://www.dvc.edu/",1,1,1,1,1,"California Community College System",1,4,2,4,"Diablo Valley, DVC","https://www.dvc.edu/student-services/financial-aid/index.html","https://www.dvc.edu/future/steps/index.html",41860,1,488,-2,60,-122.073142,37.968516,6013,611,5,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/312/npcalc.htm",2,"https://www.dvc.edu/enrollment/veterans/resource-center.html"," ",2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,1,5,-1,"https://www.dvc.edu/student-services/disability-support-services/index.html"
"283",2021,113698,"Dominican University of California","50 Acacia Ave","CA","94901-2298","4154574440","San Rafael","Marin County",9,8,2,4,2,6,"Dr. Nicola Pitchford","President",0,1,0,0,0,"941156525",13,"00119600",12,1,"-2","074664855",1,1,1,"1",-2,-2,"https://www.dominican.edu/",1,1,1,1,0,"-2",1,2,2,2,"DUofC","https://www.dominican.edu/admissions/tuition-and-financial-aid/apply-aid","https://www.dominican.edu/admissions/apply-now",41860,1,488,-2,120,-122.512051,37.981279,6041,602,19,-1,-1,-1,-1,-1,21,"https://www.shoppingsheet.com/Shopping/Landing/dominican",2,"https://www.dominican.edu/admissions/tuition-and-financial-aid/veterans-education-benefits","https://www.dominican.edu/sites/default/files/2020-09/athletically-related-financial-aid.pdf",19,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,19,16,8,13,4,10,-1,"https://www.dominican.edu/campus-life/student-services-and-resources/accessibility-and-disability-services"
"284",2021,113704,"Dominican School of Philosophy & Theology","2301 Vine Street","CA","94708-1816","5108492030","Berkeley","Alameda County",7,8,2,4,2,6,"Peter Rogers, OP","President",0,1,0,0,0,"941270354",12,"00129600",20,1,"-2","154408397",1,0,1,"1",-2,-2,"https://www.dspt.edu/",1,1,1,1,0,"-2",1,1,2,1,"The Dominican School|DSPT|St. Albert's College|College of St. Albert the Great","https://www.dspt.edu/financial-aid","https://www.dspt.edu/how-to-apply",41860,1,488,-2,127,-122.264612,37.881099,6001,613,24,-1,-1,-1,-1,-1,51,"https://www.dspt.edu/tuition-and-fees",1,"https://www.dspt.edu/financial-aid"," ",24,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,20,0,8,0,7,18,-1,"https://www.dspt.edu/files/Student_Handbook.pdf"
"285",2021,113856,"East Los Angeles College","1301 Avenida Cesar Chavez","CA","91754-6099","3232658650","Monterey Park","Los Angeles County",4,8,1,2,4,6,"Dr. Alberto Roman","President",0,1,-2,0,0,"952587353",21,"02226000",40,1,"-2","844372941",1,1,0,"1",-2,-2,"www.elac.edu/",1,1,1,1,1,"Los Angeles Community College District",1,4,2,5," ","https://www.elac.edu/Student-Services/Financial-Aid","https://www.elac.edu/Student-Services/Apply",31080,1,348,-2,63,-118.148785,34.040531,6037,627,7,-1,-1,-1,-1,-1,40,"https://misweb.cccco.edu/npc/748/npcalc.htm",1," "," ",1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,2,1,0,1,1,5,-1,"https://www.elac.edu/Student-Services/DSP-S"
"286",2021,113980,"El Camino Community College District","16007 Crenshaw Blvd","CA","90506","3105323670","Torrance","Los Angeles County",4,8,1,2,4,6,"Brenda Thames","Superintendent/President",0,1,-2,0,0,"956001060",21,"00119700",40,1,"-2","959010042",1,1,0,"1",-2,-2,"www.elcamino.edu/",1,1,1,1,1,"California Community College System",1,4,2,4,"ECC","www.elcamino.edu/studentservices/fao/","www.elcamino.edu/apply/",31080,1,348,-2,60,-118.329913,33.885229,6037,643,4,-1,-1,-1,-1,-1,40,"www.finaid.org/calculators/studentbudget.phtml",1," "," ",1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,1,5,-1,"www.elcamino.edu/academics/src/"
